mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,crackle,wheeze
-297.98343,104.33324,34.785366,34.912357,25.31025,26.55068,16.997969,19.17175,16.172104,14.694655,12.024064,10.915863,9.443471,0.0,0.0
-291.1377,106.010925,28.328377,31.993979,27.067968,29.390156,18.439495,18.72555,14.733399,14.919847,14.088174,13.438729,9.360349,0.0,0.0
-295.54306,103.09261,29.494848,32.850388,26.100985,28.289787,18.639332,18.756552,14.70762,14.8682995,13.544932,13.097964,10.276682,0.0,0.0
-290.09268,105.3174,27.098202,32.863426,26.9283,29.285477,19.88423,19.500517,13.874623,13.67536,14.182753,14.176461,10.010703,0.0,0.0
-276.45966,138.40747,55.97832,42.33375,24.853306,23.588867,19.697649,19.33782,18.05765,15.994446,13.662132,11.845393,8.3633995,1.0,0.0
-280.0747,136.1852,53.47851,44.142124,29.347729,26.674723,20.583923,18.41799,16.567924,14.57523,12.749779,11.480024,8.291908,1.0,0.0
-273.03165,139.54442,49.7838,42.84471,32.084488,29.4491,21.814594,17.914846,16.731993,14.624054,13.0549755,12.925864,7.2163477,1.0,0.0
-277.29517,135.24104,49.48739,42.807697,30.475172,28.354446,21.922768,18.156687,16.28189,14.7137575,13.165092,12.449074,7.5443187,1.0,0.0
-272.03308,135.75345,46.913857,43.604366,31.175703,29.355719,23.437431,18.024834,15.301261,14.1659975,14.129675,13.076816,6.7632456,1.0,0.0
-314.5351,114.762314,43.02263,40.17134,25.804096,26.009686,19.849726,16.906963,12.310397,10.748804,9.722573,8.937842,6.9897623,1.0,0.0
-323.82352,106.724945,42.228844,42.470364,28.023176,27.68148,20.97587,18.874063,14.182687,12.216535,9.841352,9.29373,7.2142396,1.0,0.0
-322.5957,106.79652,41.655987,42.92034,29.080023,28.518042,20.843498,18.524052,14.21665,12.324721,10.636859,10.019044,7.751477,1.0,0.0
-325.70422,105.09969,41.526943,42.856342,28.147879,27.846308,20.91888,18.300987,13.940232,12.8080635,10.79946,10.34333,7.4868994,1.0,0.0
-323.19504,105.602516,39.81036,41.75189,29.023916,28.53534,20.609106,17.824995,13.533625,12.907757,11.557215,10.071166,7.081882,1.0,0.0
-279.50726,104.62967,25.579954,31.716255,26.163637,22.733078,12.175437,17.07053,14.970693,10.689411,7.62096,7.9044523,6.958052,1.0,0.0
-285.2005,95.45215,21.749945,33.85306,27.087507,21.785835,10.523835,16.858189,15.346788,9.9792185,7.328696,8.9921255,8.645608,1.0,0.0
-282.87656,92.0294,16.058004,35.05506,29.53431,23.842922,10.72403,17.518797,17.880733,11.2038965,7.22353,9.9928255,8.626116,1.0,0.0
-284.6812,91.339096,18.256273,35.753757,27.865782,22.301521,10.395958,17.348692,16.801577,10.62407,8.002244,10.598924,10.020003,1.0,0.0
-281.97092,87.95471,13.784427,36.475574,26.826046,21.843962,10.701766,17.08416,16.483435,10.858332,8.952209,11.145571,8.399129,1.0,0.0
-275.03693,108.81267,45.580902,45.321285,29.534851,28.442472,20.105114,19.36475,15.3571205,14.190455,11.406775,9.766994,8.361177,0.0,1.0
-274.92368,113.882164,48.98393,47.002705,31.33168,29.049446,20.809372,19.49588,15.26454,13.248979,10.768834,10.083384,8.520134,1.0,0.0
-276.29977,112.57748,48.668217,47.932716,31.858006,30.369823,21.66308,19.902622,15.324511,13.519102,10.802518,9.859161,8.652337,1.0,0.0
-272.06476,117.369225,49.18159,46.620995,30.737713,28.871782,20.727652,19.108473,14.659809,12.999013,10.894059,10.035481,8.988839,1.0,0.0
-277.00708,111.281586,45.58409,45.752815,30.713722,29.408926,21.74999,20.493206,16.035172,13.7569475,11.360989,10.845695,9.376676,1.0,0.0
-291.8215,102.603714,41.707264,44.023857,30.199167,29.683704,22.588812,20.571321,15.781761,14.010233,10.909642,9.411615,6.898777,1.0,0.0
-292.86813,102.47284,41.710308,43.919502,29.329372,28.017527,21.111074,19.593119,15.524579,14.04107,12.000452,11.315043,9.324896,1.0,0.0
-292.117,103.794395,42.752365,45.069256,30.881527,29.55022,22.167118,20.224247,16.075583,14.440609,11.690561,10.213794,8.383408,1.0,0.0
-294.69022,101.09586,40.496414,43.47253,29.66989,28.850403,21.73437,19.915031,15.805648,14.052934,11.789301,11.366884,9.374874,1.0,0.0
-294.48755,101.084,39.897316,42.577484,28.660946,27.803629,20.298376,19.411581,16.079351,14.660826,12.084101,10.376359,8.764431,1.0,0.0
-307.99316,170.50206,77.785645,18.573174,10.1524935,14.4893,6.7579336,-2.3345695,-1.0083064,4.355144,5.824694,6.3218217,10.052933,1.0,0.0
-325.04788,160.4311,72.64928,21.228554,13.084007,14.242074,6.224877,-2.3243923,-0.022233635,6.035446,7.417583,8.440291,11.2929325,0.0,1.0
-305.59586,164.34383,63.32075,14.379072,15.849708,17.306818,4.6894813,-1.4483317,3.7980003,6.57842,7.738335,11.550526,11.94456,1.0,0.0
-311.8349,151.7181,67.242096,20.44822,14.811621,14.4873495,5.49657,0.38494658,4.3770165,6.6375523,6.538637,10.536636,13.530887,0.0,0.0
-326.57645,173.62874,63.968388,18.19296,13.9753475,14.399736,5.52825,-1.0918502,3.8182335,3.5474715,4.6039553,12.8459835,12.535198,0.0,0.0
-269.05438,137.25,41.1211,35.308064,29.071726,27.602898,18.969765,16.123116,15.6670475,14.505642,13.784174,12.286397,6.476057,1.0,0.0
-269.92496,140.1738,44.714775,38.20067,30.26141,28.777693,20.383413,17.539703,15.148169,13.6744795,14.429122,13.924945,6.4867253,1.0,0.0
-273.09735,136.4646,43.67154,37.926426,28.412098,28.081137,21.095627,17.197414,15.281772,14.103378,14.531749,13.21922,5.595954,1.0,0.0
-274.81323,131.46353,39.82708,36.252422,27.191946,27.051945,20.507193,17.473612,16.067688,14.799452,14.750727,12.931436,6.021603,1.0,0.0
-265.184,138.0223,42.83071,47.266254,38.49957,30.378166,20.257914,17.72261,16.462187,12.777693,13.305428,11.101627,1.9869556,0.0,0.0
-321.70697,106.35488,38.21969,39.317657,27.14991,27.67581,19.84275,17.456944,13.401582,12.643636,11.858747,10.217226,6.4332185,1.0,0.0
-320.57635,107.7058,39.568676,40.43523,29.155104,30.21078,21.579933,17.908678,12.928201,12.095589,11.330883,10.119254,5.919038,1.0,0.0
-323.06693,104.86474,36.319187,38.22902,27.268114,28.775213,20.605566,17.412806,13.186417,12.484084,12.852898,11.394843,6.4363666,1.0,0.0
-327.12695,100.55744,35.503906,38.690193,27.276934,28.337425,20.606838,18.638456,14.808617,13.982181,13.504334,12.068907,8.216212,0.0,0.0
-319.49716,105.753174,34.72209,40.307762,31.843258,31.871634,21.36258,18.899586,14.723507,12.865697,13.032494,11.3780985,4.979967,1.0,0.0
-277.75116,94.82475,14.98536,32.98014,28.29349,21.46511,8.051858,15.972558,16.049332,9.89608,8.166905,9.9318905,8.327098,1.0,0.0
-278.10617,94.23165,11.151169,32.43987,30.953598,23.363186,8.261938,15.78808,17.209263,10.726937,8.206786,11.346902,8.93068,1.0,0.0
-278.58817,93.13093,10.287675,33.52011,27.75428,21.795137,9.013169,16.500559,16.480465,9.354922,8.76607,12.144931,8.908147,1.0,0.0
-284.2069,89.46251,16.96629,34.09557,25.435507,21.709148,10.118166,17.428644,16.847305,9.765762,8.873767,10.741045,8.541351,1.0,0.0
-268.71732,87.41891,1.6351331,40.69122,35.240463,19.862577,4.2557974,17.458448,19.44814,7.5783114,6.23149,11.543693,7.957648,1.0,0.0
-270.13028,120.38618,50.947926,46.993446,30.990032,28.64624,19.912245,18.4686,14.995589,13.442824,10.723854,9.84087,8.642229,1.0,1.0
-273.63974,116.39019,48.62326,46.658623,31.095491,29.5035,21.326117,19.515587,15.065885,12.565672,10.544071,10.282871,8.438386,1.0,0.0
-273.48663,116.43857,48.259167,46.65972,29.808374,28.52806,20.848549,19.341492,15.602897,13.893442,10.904723,10.270102,8.630932,1.0,0.0
-277.21143,110.33709,45.780567,44.48796,29.548843,28.637589,20.568321,19.89254,16.185225,14.425569,11.867633,11.094787,9.911765,1.0,0.0
-274.65952,111.845955,48.993732,49.039898,33.469482,31.942293,22.520185,21.764786,16.594423,14.289215,12.0334835,10.696807,8.205516,0.0,0.0
-293.24734,101.63386,40.895008,43.28876,28.596834,27.772423,21.007671,20.395031,16.54281,14.8633,11.772644,10.926645,9.54022,1.0,0.0
-293.9399,101.978615,40.451466,42.592575,28.341785,27.401237,20.90416,19.969862,16.319954,15.215464,12.845173,11.46449,9.542343,1.0,0.0
-296.2767,98.909966,38.03645,41.362465,27.679499,27.450293,21.039059,20.263226,16.46922,15.079063,13.066416,12.144138,10.07556,1.0,0.0
-295.9594,98.9071,38.5614,41.67652,28.30509,28.003912,20.86697,19.658669,16.24509,15.745328,13.798739,12.548426,10.084344,1.0,0.0
-291.2119,103.65565,41.32942,42.84816,29.030525,28.2134,21.079123,19.96393,16.056782,15.296929,13.194627,12.312615,9.620705,1.0,0.0
-310.1817,165.23083,70.12279,21.640892,16.586428,14.482297,4.572301,-1.0484873,2.2652237,6.07573,8.309439,11.414061,10.919963,0.0,0.0
-309.84808,174.74191,63.6265,13.416535,15.520157,16.528921,5.429273,-1.1828475,1.3327807,4.9255958,8.601391,12.853716,11.391374,0.0,0.0
-314.36093,173.48956,58.658028,17.525208,17.006598,14.464586,4.0453568,-3.6592002,0.4055708,4.8881783,7.969264,12.33928,11.383746,0.0,0.0
-340.5677,172.49942,64.30149,20.320816,14.089881,11.964509,4.6162853,-0.69563305,3.8470309,5.626876,6.8680763,12.694503,13.603386,0.0,0.0
-316.65204,175.34752,46.27874,22.02588,25.72523,15.63443,3.1837711,-0.9473849,7.3507314,6.032536,5.0973372,13.999284,11.836506,0.0,0.0
-290.24194,100.37241,32.885685,35.5971,19.953524,21.769737,17.417717,16.146114,12.82643,13.660386,9.385314,7.6317396,7.520506,1.0,0.0
-289.1318,102.855446,33.31054,35.992275,20.776525,22.64811,17.449505,15.782548,12.749293,14.438002,10.494901,8.918066,8.555261,1.0,0.0
-292.4624,100.583466,33.525787,36.34492,21.648266,22.889513,17.211952,16.989985,13.068414,13.886026,10.674961,9.022531,8.041299,1.0,0.0
-292.4222,100.86841,33.931595,36.908173,21.71273,22.747345,17.347101,16.411318,13.020829,13.832672,10.57633,8.866714,8.029176,1.0,0.0
-293.3065,99.171104,32.725452,36.212852,20.885319,22.560123,16.516798,15.647895,12.848093,13.517081,10.363954,8.684864,7.9343305,1.0,0.0
-292.80707,99.63976,32.47081,35.60695,19.51694,21.845558,17.43469,16.264265,12.868879,13.653485,10.220295,8.580679,7.7992787,1.0,0.0
-291.21426,101.72524,33.68585,36.735973,21.565857,23.589598,18.11812,16.100533,12.665378,14.210932,10.982196,8.70691,8.097913,1.0,0.0
-267.30814,114.851036,38.494728,38.464058,20.495272,23.244604,19.180387,16.429628,12.450412,14.684554,10.146482,7.7001586,9.331967,0.0,0.0
-269.4048,113.182816,37.139973,37.643127,21.002012,23.343466,19.116714,16.81061,13.041522,15.54519,10.720637,8.387971,9.945243,1.0,0.0
-264.20056,121.16159,41.89903,39.18876,23.059687,24.815638,19.02354,17.516119,13.09864,13.953339,9.892097,8.126921,8.8827715,1.0,1.0
-268.9576,114.67348,39.414623,38.763153,22.444633,24.868715,19.459663,17.365265,12.615821,14.417706,10.137673,7.567265,8.070502,1.0,0.0
-268.77417,114.125175,39.809036,39.93047,21.84279,24.50478,20.110395,17.54057,12.816802,14.327129,10.509893,7.9168916,8.506395,1.0,0.0
-273.9986,108.73153,36.702343,38.33306,20.347605,23.321903,19.24357,17.025118,12.521804,14.078108,9.8795395,8.099324,9.3593445,1.0,0.0
-259.90964,125.94131,44.52029,41.942726,24.309675,26.044727,20.47938,17.777727,12.745696,13.475755,8.864935,7.5168567,8.264174,1.0,1.0
-288.48755,109.10963,43.542404,42.64297,27.400902,26.956831,20.970722,19.998169,17.600765,17.125532,14.211392,12.264843,9.781903,0.0,0.0
-284.0575,115.35945,47.71073,44.843765,29.024117,27.63828,20.592985,18.617268,15.569656,14.721063,13.241214,11.1860485,8.493655,0.0,0.0
-284.7055,115.44673,48.986668,46.418953,30.164604,28.987368,22.073965,19.865421,16.214386,15.263643,13.03999,11.2679,8.411507,1.0,0.0
-286.38052,112.822334,47.64978,45.559345,30.028332,28.377897,21.429754,19.946291,16.367401,14.527643,12.023263,10.902937,8.539003,0.0,0.0
-285.54654,111.55623,45.74746,44.698208,29.62547,28.98844,21.232468,19.250853,15.606696,14.357788,11.891914,10.463895,8.158201,0.0,0.0
-288.28876,109.18055,44.486263,43.88837,28.790619,27.587507,20.693895,19.1235,15.946166,15.069386,12.692138,11.108846,8.404445,0.0,0.0
-277.77344,124.09287,52.73138,48.684097,33.140015,30.982548,22.635386,19.11869,15.239351,14.209637,12.557376,10.715181,7.2338805,0.0,0.0
-391.56104,91.725006,63.98113,43.009926,32.371902,27.46842,23.920837,21.078722,18.86728,16.849606,14.9625635,12.990541,10.741417,1.0,0.0
-386.5357,87.297935,63.665688,43.64489,33.247288,28.741222,24.864368,20.646189,17.648964,16.290936,15.132449,12.893998,9.898925,0.0,0.0
-391.69525,93.84273,67.89779,46.94193,36.172516,30.77427,26.090517,21.732964,18.692898,16.958593,15.4371395,13.112696,10.19297,1.0,0.0
-393.98428,87.46189,64.684456,45.46517,34.97421,29.823294,25.759268,21.821411,18.666636,16.36234,14.308124,12.065379,9.774906,1.0,0.0
-392.55484,89.429535,64.37429,44.332836,34.388176,29.380436,24.761593,20.41436,17.451122,15.859874,14.600367,12.535197,9.679239,1.0,0.0
-396.2851,87.914,62.016514,41.88457,32.64209,28.70241,24.64717,20.350424,17.418472,16.018427,14.849607,12.793154,10.100291,0.0,0.0
-376.3959,97.00657,69.68502,48.496315,38.51873,34.306026,29.054556,22.567425,17.668043,15.3843355,14.017916,11.50398,7.7437773,1.0,0.0
-283.15445,100.03853,30.982573,35.65234,25.072372,26.376669,18.306677,15.66992,12.94074,12.738706,10.628928,10.087835,8.120101,1.0,0.0
-280.99283,101.4522,32.023846,36.378315,25.187546,27.226818,19.835382,16.651337,13.168088,13.498206,10.790803,9.259496,7.71377,1.0,0.0
-286.06445,99.31125,35.130596,39.065613,25.59719,26.766743,20.010427,18.288681,14.723573,14.088555,12.251317,10.220957,7.7231097,1.0,0.0
-285.987,99.114334,35.190353,38.992485,25.024197,25.836256,19.189465,17.33858,13.703931,12.911957,10.576631,9.683391,7.680669,1.0,0.0
-287.57437,97.17456,33.664494,38.024708,24.087238,25.477682,19.598589,17.866312,14.167158,13.211961,11.208656,10.12388,7.8221307,1.0,0.0
-286.47412,99.079384,34.969364,38.361294,23.96011,25.269073,19.083252,17.496387,14.3033495,13.39363,10.558308,10.048015,7.4910874,1.0,0.0
-285.09702,100.86055,38.64314,43.03234,27.894287,28.30572,22.392038,19.919796,14.918202,13.89388,11.34352,10.023206,7.078233,0.0,0.0
-306.13116,100.825584,39.106102,41.506977,26.98969,26.652712,20.74124,19.45677,15.191371,14.582294,11.737037,10.0286455,8.493468,1.0,0.0
-307.10938,100.89051,38.61568,40.332684,26.852678,26.398945,19.731094,17.754745,13.940287,13.140248,10.916438,10.101366,9.262639,1.0,0.0
-304.17313,106.19745,42.612194,43.912907,30.07434,28.341112,21.328764,19.509626,15.079594,13.695607,12.06238,11.085621,9.023634,1.0,1.0
-307.29794,101.40079,39.345364,41.653755,28.301628,27.204317,20.009584,18.30566,14.58111,13.489614,11.247023,9.772539,8.26263,1.0,0.0
-307.8036,100.26592,39.19519,42.446167,27.992088,27.28994,20.686937,19.235222,15.449558,14.392408,10.945818,9.850669,8.61917,1.0,0.0
-307.85254,101.360374,39.10426,40.58005,26.473696,25.599066,18.47461,17.16501,14.030139,13.170065,10.758353,9.723534,8.187496,1.0,0.0
-304.41653,103.49889,41.124386,43.38042,29.516052,28.491062,21.499538,19.901346,15.850936,14.587619,12.123734,10.409922,8.578203,1.0,1.0
-444.5521,145.8018,76.926125,28.855076,14.716141,14.895069,13.029001,7.9945884,4.8399873,6.0384808,9.615658,12.516653,13.125421,1.0,0.0
-456.71994,122.44876,57.942852,22.30292,20.461096,22.727818,15.68664,7.83227,6.5663524,9.601126,12.067833,12.549342,12.024796,0.0,0.0
-464.57712,131.48723,48.44064,15.113345,21.211308,24.26247,15.165798,6.7059093,6.2264147,9.2571125,10.590194,11.650673,12.72373,1.0,0.0
-488.6437,113.22901,40.27957,18.772402,25.17977,24.533646,16.290447,9.44379,8.33658,9.648378,9.919861,10.385228,11.097257,0.0,0.0
-485.06494,131.29216,33.604877,21.46934,27.042013,26.241116,14.460138,7.304343,9.702397,9.74819,9.326853,11.0128565,12.248322,1.0,0.0
-495.0002,124.47876,32.869923,22.60012,24.55534,24.52428,14.360008,7.598237,8.446289,9.914688,11.003869,11.193976,12.179814,0.0,0.0
-489.62003,118.03094,5.178248,16.026947,30.212664,26.025326,6.4289083,10.016309,15.020795,10.638119,5.6832733,11.834394,15.97129,0.0,0.0
-388.94168,145.59174,48.85747,13.018249,14.140811,25.483099,28.385967,18.26932,4.976883,-0.7704208,3.320495,8.815763,10.728136,0.0,0.0
-311.0103,173.143,26.136023,6.925218,14.576498,20.118023,21.014936,9.005734,-2.9299955,-2.2861953,3.44716,4.2037115,8.240389,0.0,0.0
-347.60068,179.28471,39.205883,5.3718,11.769497,18.413052,22.668673,13.717983,4.041961,0.73072034,1.2662382,4.5137935,6.247032,0.0,0.0
-337.3169,196.98314,29.229954,-0.47260323,9.402793,17.1613,20.843052,10.112102,1.3052237,-0.98311675,0.79563284,5.6100273,7.7097793,0.0,0.0
-308.8855,179.27472,27.76771,1.2556262,9.968491,17.572477,18.920706,11.830017,5.284038,-2.872359,-2.4015722,2.5469913,6.2254043,0.0,0.0
-337.58487,166.93663,39.51936,7.354608,16.699,21.58063,17.089731,9.169707,2.33199,-2.1581833,1.4920174,5.4735637,5.3146043,0.0,0.0
-399.48724,197.13109,37.418285,0.21705863,13.450496,28.473398,24.01939,5.2203474,-4.08972,2.3871965,4.354355,2.6009314,3.2171438,0.0,0.0
-365.94553,173.24263,37.17381,5.608658,15.866315,27.706984,23.173151,6.3500075,-2.1663897,0.20597076,1.3537159,0.34863994,3.909022,0.0,0.0
-387.12085,254.93555,43.989784,-31.310146,-2.019258,29.36096,20.81512,2.9625654,1.4341515,0.9649129,-3.0880108,0.40561336,6.192195,0.0,0.0
-430.53763,256.06824,30.09422,-29.961914,3.4709709,29.467882,21.369589,3.0202863,1.1948311,5.281843,2.065322,-1.2569138,3.5692663,0.0,0.0
-360.6649,184.5544,36.099262,5.0974836,14.295477,26.793245,26.764696,15.789707,0.27377656,-5.8023,3.0119603,6.747696,8.004507,0.0,0.0
-320.90665,187.95412,32.522068,6.060022,15.56017,20.12892,18.315895,11.015206,-0.33493862,-8.480747,-2.2595937,4.972623,6.2478175,0.0,0.0
-348.68375,156.62956,48.24011,14.42586,12.310766,15.085934,17.616293,13.636347,4.634549,-2.8688135,-1.1864116,4.334655,6.814077,0.0,0.0
-349.1777,149.0245,47.593597,18.132328,17.743263,18.690744,18.113497,13.247801,4.8478117,-4.953174,-4.780358,3.215945,6.7802896,0.0,0.0
-372.76013,153.77223,47.907803,20.891731,14.656523,14.044957,19.05,16.38758,5.296022,-2.6709282,0.1927522,5.2861133,9.415259,0.0,0.0
-402.1126,164.90564,53.107685,20.613716,11.307668,14.3515215,19.042294,17.16893,8.844025,1.9603801,3.8734233,7.0970445,8.531843,0.0,0.0
-312.57303,183.00397,20.137154,6.8756547,12.524766,20.24479,20.151628,13.054087,0.4509885,-6.454073,1.2905322,4.9160275,7.3974457,0.0,0.0
-390.77768,243.18414,83.14433,-4.7759314,-14.181034,6.1660047,21.532036,17.976393,-1.0134171,-14.899212,-11.890583,-2.8373544,2.985008,0.0,0.0
-429.21243,230.93039,60.932693,-3.9993663,4.1676493,16.889486,23.865473,19.346687,2.4216735,-10.266164,-7.099045,1.82681,4.3035827,0.0,0.0
-333.6286,214.98718,16.264761,-14.088245,13.641363,27.79227,25.136019,10.577028,2.0004208,1.6486409,1.11491,4.8489723,6.774109,1.0,1.0
-337.07736,201.91096,40.11687,-0.54505265,16.380037,25.481506,16.461077,5.789631,2.614138,1.8414987,1.8070096,4.8519635,6.735116,0.0,0.0
-350.78104,181.76862,43.959175,-1.1897327,10.237229,24.857546,22.91108,12.344978,2.3524642,-0.31929803,2.870869,6.1323957,8.918473,0.0,0.0
-356.23782,186.23967,23.360378,8.482947,9.402586,19.084501,23.507795,13.021124,2.3910248,-3.9491205,1.7097842,4.1563997,5.5110497,0.0,0.0
-386.122,196.49918,39.4441,2.888206,14.0882435,15.834856,19.967005,14.86254,-0.93734956,-3.9233522,0.8633377,3.6967332,6.6619444,0.0,0.0
-393.53677,175.30547,48.68666,9.391442,11.271133,19.261478,21.159529,12.936243,2.72857,0.54894054,1.9298322,2.9891818,7.438608,0.0,0.0
-370.03925,199.96675,72.69144,-1.4830683,-8.48505,16.53239,30.459774,17.839666,-2.0713377,-8.612194,-4.711698,-0.8397237,0.88873905,0.0,0.0
-453.09558,219.20744,62.96221,-6.5823503,-7.0067616,21.61463,30.028133,17.702599,-3.332345,-7.901779,-0.6674695,-4.328778,-0.28672025,0.0,0.0
-317.6464,182.08528,38.0299,-0.8374461,11.438507,30.240011,25.215837,21.948357,8.754963,-3.8728757,3.8394737,7.3273587,9.073407,0.0,0.0
-336.79373,183.12782,52.6546,1.3475014,11.296298,22.728771,24.574001,19.330574,5.815081,-3.022938,0.8346937,7.5451736,8.557779,1.0,0.0
-338.29153,189.93015,43.529194,-2.005443,6.192073,20.248604,22.190737,14.632613,5.170062,-1.1673788,1.1505488,6.99457,8.162904,1.0,0.0
-386.32202,187.79503,44.580444,-1.3128405,5.1167727,18.598646,24.179174,17.672886,3.6928105,-1.5996519,2.7972164,7.2781873,10.097403,1.0,0.0
-378.0793,209.00871,60.371773,-12.257094,-2.6619425,25.343042,30.801323,16.93265,3.1397526,-1.5474647,-0.76003706,1.9069638,3.7145662,0.0,0.0
-458.69772,191.08862,52.787193,1.3762877,3.478205,27.68119,35.25523,23.351778,4.228226,-2.4834554,5.4174542,7.192484,11.208942,0.0,0.0
-317.51282,188.85225,42.428226,0.8411504,18.052328,33.82744,34.562088,22.494692,6.7343817,3.4398818,8.328814,10.254013,10.420946,0.0,1.0
-322.48846,174.0657,57.25186,10.337135,13.023402,30.085945,30.904812,20.504227,6.920015,3.8182802,5.061434,7.9285703,8.454533,0.0,1.0
-331.95032,161.61829,60.14198,16.031164,17.528553,30.234573,30.5181,20.42553,9.036156,6.066589,5.643531,7.73755,8.96508,0.0,1.0
-355.36578,158.86781,57.65359,19.304861,23.564217,36.423836,34.6644,19.075758,4.4129176,-0.11072646,4.8428907,11.816476,11.770936,0.0,0.0
-333.85287,206.72403,52.17063,0.3939136,22.72978,41.20375,29.366646,9.843557,-2.5952592,-5.487761,-0.31881228,7.623562,11.223012,0.0,0.0
-375.28555,186.56267,65.81996,16.382994,32.51447,44.850964,29.26822,9.472632,0.4936378,-0.55694455,3.073383,9.39878,12.966522,0.0,0.0
-328.0713,201.26343,36.4253,-3.3797739,20.57471,37.415245,25.81066,13.371006,3.9611068,1.843607,3.3549247,5.0848036,10.499861,0.0,0.0
-313.64636,174.34496,34.833725,-0.33576128,23.591328,36.80884,29.928833,15.050434,1.5300324,-1.2689023,1.0089073,4.199526,9.1640005,0.0,0.0
-334.6874,181.20493,35.551197,2.608405,24.592587,37.14495,27.486748,15.254455,6.2812176,2.1223874,1.4291705,2.7441397,8.853786,0.0,1.0
-360.65622,169.67691,34.80496,8.232359,29.322184,40.340736,29.81617,15.951534,4.495627,0.9528457,0.68130887,4.2366467,9.789814,0.0,1.0
-354.2929,156.56824,43.71159,13.411781,23.146387,35.365852,36.24115,21.954971,2.7326827,-3.2781982,2.8630824,7.4548717,9.969897,0.0,1.0
-374.72083,215.84363,63.912655,-7.873754,3.7463162,34.84095,39.32281,20.498236,-4.025909,-12.965578,-5.6073723,5.48901,10.422918,0.0,1.0
-395.164,198.53494,70.06592,3.9027722,15.339948,42.262825,37.51706,14.185587,-1.4700605,-4.6710634,-1.2828223,4.4352064,9.605936,0.0,0.0
-505.1565,50.93678,46.20395,44.0443,40.786995,37.261913,33.32131,29.297853,25.289452,21.51567,18.070204,15.068143,12.5339575,0.0,0.0
-503.71756,52.29167,48.50041,45.545784,41.524815,37.105835,32.403126,27.782572,23.427898,19.539444,16.19387,13.439939,11.249937,0.0,0.0
-508.44968,55.843624,51.335003,47.950054,43.4728,38.513557,33.30663,28.155563,23.369038,19.135002,15.5660925,12.676847,10.430141,0.0,0.0
-510.68134,57.509205,52.59636,49.01052,44.176914,38.95874,33.438206,28.0484,23.002657,18.555769,14.807341,11.814304,9.53844,0.0,0.0
-477.66306,48.068764,45.218235,42.720585,39.47688,35.724083,31.628147,27.475456,23.410309,19.640366,16.290697,13.433955,11.107526,0.0,0.0
-533.3817,57.332443,52.35365,48.51823,43.708496,38.508724,33.16478,28.015879,23.271654,19.196627,15.812479,13.097285,10.9791975,0.0,0.0
-504.088,58.923073,54.147007,50.63271,45.864662,40.671036,35.12588,29.646212,24.455442,19.83023,15.9031515,12.7463665,10.309029,1.0,0.0
-517.8149,53.562424,49.696728,46.511196,42.276443,37.59644,32.6327,27.704157,23.05986,18.897905,15.363067,12.488739,10.262385,0.0,0.0
-497.68597,49.418377,45.70117,43.14177,39.869396,36.02819,31.898066,27.676413,23.5362,19.704231,16.27263,13.346994,10.959014,0.0,0.0
-513.32245,49.986504,46.61226,43.90945,40.367603,36.405582,32.157806,27.836514,23.695023,19.877687,16.527985,13.682505,11.374807,0.0,0.0
-535.7598,82.51896,59.625923,53.039864,44.75369,37.111195,29.764194,22.772774,17.06361,12.721458,9.781358,7.74251,6.236029,0.0,0.0
-454.2305,108.1569,53.482903,13.258395,4.7128386,17.332054,28.399385,26.462866,16.797134,9.800123,8.952935,10.829293,11.281909,0.0,0.0
-481.69604,121.90798,51.55395,10.367208,10.2769,24.702993,29.269041,21.041895,11.1912775,8.822616,11.799268,13.7835245,12.173602,1.0,0.0
-487.7528,119.910675,48.331932,8.331081,9.59422,23.596981,27.07218,18.262938,8.588221,7.259002,11.57222,14.208824,12.45897,0.0,0.0
-500.19812,136.35114,43.084843,7.6951637,12.463055,23.528442,28.41306,20.168018,9.469939,8.338877,12.047775,14.109027,12.984233,0.0,0.0
-478.6452,112.448654,47.97391,8.543724,7.9154224,22.184464,26.326231,17.487198,8.350278,7.762679,12.196616,14.300664,12.075864,0.0,0.0
-499.65573,133.85152,41.470226,6.8535933,12.373765,23.006647,27.841581,19.866627,8.803064,8.018169,11.669605,12.518327,11.2143135,0.0,0.0
-477.0819,115.34724,48.026665,8.775187,7.977409,22.006048,28.14356,20.48216,9.76038,7.6099524,11.564116,13.738607,12.387657,0.0,0.0
-482.44614,120.20945,47.90868,8.818337,9.146762,22.411997,27.591467,20.08773,9.577753,7.009939,10.2720785,12.259439,11.402259,0.0,0.0
-469.72418,104.03647,49.170177,12.345977,8.35863,21.100626,27.716751,21.399773,11.338447,7.8550277,10.896547,14.085343,13.565944,0.0,0.0
-489.93256,148.63112,41.94359,6.9184275,9.522336,18.934553,27.162817,19.684956,6.8542995,4.8893156,9.142481,11.91664,11.607689,0.0,0.0
-516.7931,55.833755,52.577217,49.004166,44.47623,39.373455,34.005146,28.739887,23.797346,19.400135,15.668351,12.647588,10.317613,0.0,0.0
-503.17957,54.893692,51.71751,48.043533,43.843735,39.00996,33.889626,28.807383,24.007215,19.663786,15.91414,12.850607,10.449073,0.0,1.0
-513.168,51.611942,48.818066,45.645042,41.73907,37.305305,32.548103,27.796326,23.268427,19.170712,15.634876,12.720468,10.430508,0.0,1.0
